indice_tiempo,tipo_cambio_bna_vendedor,tipo_cambio_a3500,tipo_cambio_mae,volumen_mae,tipo_cambio_implicito_en_adrs,futuro_rofex_usd1m,interes_abierto_1m,futuro_rofex_usd2m,interes_abierto_2m,futuro_rofex_usd3m,interes_abierto_3m,futuro_rofex_usd4m,interes_abierto_4m,futuro_rofex_usd5m,interes_abierto_5m,futuro_rofex_usd6m,interes_abierto_6m
2022-01-31,110.25,105.015,105.02,202640.0,223.24380165289256,105.02,2136379.0,107.87,2633981.0,113.0,930092.0,117.6,380988.0,122.5,135443.0,127.2,75958.0
2022-02-01,110.25,105.135,105.12,121700.0,222.62396694214877,107.79,2758839.0,112.81,993274.0,117.4,398812.0,122.4,129013.0,127.1,76453.0,131.5,48234.0
2022-02-02,110.25,105.2167,105.2,122250.0,219.4994786235662,107.7,2792197.0,112.45,994633.0,116.85,398017.0,121.7,126428.0,126.4,77848.0,130.5,49270.0
2022-02-03,110.5,105.31,105.31,160760.0,220.21505376344084,107.7,2784377.0,112.41,999330.0,116.79,401712.0,121.4,129723.0,125.85,87698.0,130.35,52169.0
2022-02-04,110.75,105.415,105.41,127470.0,219.3548387096774,107.74,2829195.0,112.42,997607.0,116.75,394642.0,121.45,129590.0,125.75,89729.0,130.3,52371.0
2022-02-05,110.75,105.415,105.41,,219.3548387096774,107.74,2829195.0,112.42,997607.0,116.75,394642.0,121.45,129590.0,125.75,89729.0,130.3,52371.0
2022-02-06,110.75,105.415,105.41,,219.3548387096774,107.74,2829195.0,112.42,997607.0,116.75,394642.0,121.45,129590.0,125.75,89729.0,130.3,52371.0
2022-02-07,111.0,105.695,105.68,179100.0,221.34471718249736,107.71,2875572.0,112.39,1018317.0,116.56,393033.0,121.25,129674.0,125.55,93790.0,130.1,52440.0
2022-02-08,111.0,105.795,105.82,124740.0,217.18415417558887,107.7,2930116.0,112.41,1018541.0,116.63,392342.0,121.29,137729.0,125.7,90925.0,130.2,50742.0
2022-02-09,111.0,105.905,105.89,92000.0,214.49353448275863,107.68,2948584.0,112.41,1008580.0,116.65,393496.0,121.34,139507.0,125.9,92075.0,130.35,50744.0
2022-02-10,111.25,106.005,106.01,116860.0,216.84723726977248,107.69,3006242.0,112.45,1036301.0,116.71,392639.0,121.43,137527.0,125.95,91964.0,130.42,50638.0
2022-02-11,111.25,106.1133,106.15,159680.0,218.327796234773,107.62,3011360.0,112.37,1039201.0,116.58,394437.0,121.3,135807.0,125.9,92083.0,130.3,50243.0
2022-02-12,111.25,106.1133,106.15,,218.327796234773,107.62,3011360.0,112.37,1039201.0,116.58,394437.0,121.3,135807.0,125.9,92083.0,130.3,50243.0
2022-02-13,111.25,106.1133,106.15,,218.327796234773,107.62,3011360.0,112.37,1039201.0,116.58,394437.0,121.3,135807.0,125.9,92083.0,130.3,50243.0
2022-02-14,111.75,106.3917,106.36,282230.0,215.94444444444446,107.58,3012236.0,112.27,1048933.0,116.54,397112.0,121.2,138506.0,125.75,93794.0,130.3,50243.0
2022-02-15,112.0,106.4767,106.47,171380.0,214.50381679389312,107.58,3001039.0,112.26,1059897.0,116.5,396204.0,121.25,139441.0,125.69,94091.0,130.35,50243.0
2022-02-16,112.0,106.575,106.58,112180.0,210.03086419753086,107.56,3001299.0,112.1,1078982.0,116.29,407151.0,120.95,145329.0,125.35,94093.0,129.75,50615.0
2022-02-17,112.0,106.6767,106.67,72430.0,212.1951219512195,107.51,2978547.0,111.91,1087829.0,115.85,421939.0,120.43,148805.0,124.75,97183.0,129.15,49216.0
2022-02-18,112.0,106.7783,106.78,111910.0,208.88429752066116,107.51,2976279.0,111.85,1098432.0,115.82,428294.0,120.3,152811.0,124.61,100262.0,129.1,49210.0
2022-02-19,112.0,106.7783,106.78,,208.88429752066116,107.51,2976279.0,111.85,1098432.0,115.82,428294.0,120.3,152811.0,124.61,100262.0,129.1,49210.0
2022-02-20,112.0,106.7783,106.78,,208.88429752066116,107.51,2976279.0,111.85,1098432.0,115.82,428294.0,120.3,152811.0,124.61,100262.0,129.1,49210.0
2022-02-21,112.25,107.055,106.78,,210.38223140495867,107.51,2965575.0,111.85,1110887.0,115.85,441402.0,120.37,151918.0,124.75,100472.0,129.09,53210.0
2022-02-22,112.5,107.1567,107.19,121730.0,204.8577036310108,107.49,2916932.0,111.85,1176653.0,116.14,468271.0,120.75,167728.0,125.29,101672.0,129.54,54882.0
2022-02-23,112.5,107.3,107.28,168770.0,208.74505928853756,107.46,2960880.0,111.83,1285776.0,116.04,515932.0,120.64,168330.0,125.05,105657.0,129.25,55935.0
2022-02-24,112.5,107.38,107.38,159870.0,205.31594784353058,107.43,2918759.0,111.7,1542893.0,116.02,543079.0,120.68,189238.0,125.0,104305.0,129.25,54032.0
2022-02-25,112.5,107.4417,107.45,199550.0,201.8200202224469,107.44,2918759.0,111.74,2272336.0,115.99,562644.0,120.6,214814.0,125.15,105659.0,129.35,52302.0
2022-02-26,112.5,107.4417,107.45,,201.8200202224469,107.44,2918759.0,111.74,2272336.0,115.99,562644.0,120.6,214814.0,125.15,105659.0,129.35,52302.0
2022-02-27,112.5,107.4417,107.45,,201.8200202224469,107.44,2918759.0,111.74,2272336.0,115.99,562644.0,120.6,214814.0,125.15,105659.0,129.35,52302.0
2022-02-28,112.5,107.4417,107.45,,210.77085533262934,107.44,2918759.0,111.74,2272336.0,115.99,562644.0,120.6,214814.0,125.15,105659.0,129.35,52302.0
2022-03-01,112.5,107.4417,107.45,,206.83937823834196,107.44,2918759.0,111.74,2272336.0,115.99,562644.0,120.6,214814.0,125.15,105659.0,129.35,52302.0
2022-03-02,113.0,107.935,107.93,,205.1061678463094,111.57,2519117.0,115.69,595944.0,120.2,218436.0,124.6,105828.0,128.8,53957.0,133.65,34967.0
2022-03-03,113.25,108.0383,108.03,,205.85585585585585,111.53,2554867.0,115.55,619093.0,119.9,220085.0,124.19,107719.0,128.33,53939.0,133.18,34967.0
2022-03-04,113.25,108.1617,108.13,,203.12825860271116,111.53,2594121.0,115.54,634134.0,119.88,220932.0,124.1,108167.0,128.25,53673.0,133.1,34887.0
2022-03-05,113.25,108.1617,108.13,,203.12825860271116,111.53,2594121.0,115.54,634134.0,119.88,220932.0,124.1,108167.0,128.25,53673.0,133.1,34887.0
2022-03-06,113.25,108.1617,108.13,,203.12825860271116,111.53,2594121.0,115.54,634134.0,119.88,220932.0,124.1,108167.0,128.25,53673.0,133.1,34887.0
2022-03-07,113.75,108.4517,108.44,,203.62239297475304,111.45,2646083.0,115.42,653000.0,119.8,224782.0,124.0,115787.0,128.1,56370.0,133.1,40349.0
2022-03-08,113.75,108.5567,108.56,,201.01279317697225,111.45,2681137.0,115.38,663715.0,119.77,228561.0,123.95,118888.0,128.05,58321.0,133.15,42400.0
2022-03-09,114.0,108.6767,108.68,,193.66834170854273,111.36,2705737.0,115.27,671048.0,119.6,244648.0,123.75,122451.0,127.8,58588.0,132.62,42777.0
2022-03-10,114.0,108.7833,108.77,,193.78640776699027,111.26,2710687.0,115.19,689997.0,119.5,264020.0,123.56,116267.0,127.6,61793.0,132.1,42739.0
2022-03-11,114.0,108.8867,108.88,,193.39250493096645,111.16,2703526.0,115.0,695786.0,119.25,263958.0,123.32,122914.0,127.36,61793.0,131.5,42739.0
2022-03-12,114.0,108.8867,108.88,,193.39250493096645,111.16,2703526.0,115.0,695786.0,119.25,263958.0,123.32,122914.0,127.36,61793.0,131.5,42739.0
2022-03-13,114.0,108.8867,108.88,,193.39250493096645,111.16,2703526.0,115.0,695786.0,119.25,263958.0,123.32,122914.0,127.36,61793.0,131.5,42739.0
2022-03-14,114.25,109.21,109.2,,188.5584677419355,111.09,2689204.0,114.86,697544.0,119.12,261434.0,123.1,123107.0,127.15,63754.0,131.41,54824.0
2022-03-15,114.5,109.305,109.32,,188.82175226586102,111.1,2671233.0,114.94,695693.0,119.25,262993.0,123.3,123479.0,127.35,62805.0,131.95,49721.0
2022-03-16,114.5,109.4267,109.41,,195.1231527093596,111.12,2674002.0,114.94,705575.0,119.33,269768.0,123.4,122682.0,127.36,63894.0,132.15,50345.0
2022-03-17,114.5,109.52,109.51,,194.3116634799235,111.21,2673599.0,115.15,701559.0,119.65,272491.0,123.6,121295.0,127.75,64712.0,132.5,50242.0
2022-03-18,114.75,109.6367,109.7,,194.83430799220272,111.21,2699786.0,115.29,718309.0,119.95,274872.0,124.0,122130.0,128.2,64712.0,133.1,44558.0
2022-03-19,114.75,109.6367,109.7,,194.83430799220272,111.21,2699786.0,115.29,718309.0,119.95,274872.0,124.0,122130.0,128.2,64712.0,133.1,44558.0
2022-03-20,114.75,109.6367,109.7,,194.83430799220272,111.21,2699786.0,115.29,718309.0,119.95,274872.0,124.0,122130.0,128.2,64712.0,133.1,44558.0
2022-03-21,115.0,109.9917,109.97,,195.3065134099617,111.13,2696881.0,115.13,722954.0,119.58,295331.0,123.73,130504.0,127.67,65718.0,132.8,45558.0
2022-03-22,115.25,110.0717,110.07,,199.0882917466411,111.13,2658589.0,115.1,744660.0,119.6,296855.0,123.85,130734.0,127.8,67674.0,133.0,47544.0
2022-03-23,115.5,110.185,110.18,,200.2921129503408,111.11,2664489.0,115.15,764377.0,119.7,297176.0,124.05,133764.0,128.25,66466.0,133.4,47345.0
2022-03-24,115.5,110.185,110.18,,189.5852534562212,111.11,2664489.0,115.15,764377.0,119.7,297176.0,124.05,133764.0,128.25,66466.0,133.4,47345.0
2022-03-25,115.5,110.39,110.38,,199.71962616822432,111.1,2723337.0,115.2,786309.0,119.85,304551.0,124.33,144145.0,128.65,65503.0,133.85,47345.0
2022-03-26,115.5,110.39,110.38,,199.71962616822432,111.1,2723337.0,115.2,786309.0,119.85,304551.0,124.33,144145.0,128.65,65503.0,133.85,47345.0
2022-03-27,115.5,110.39,110.38,,199.71962616822432,111.1,2723337.0,115.2,786309.0,119.85,304551.0,124.33,144145.0,128.65,65503.0,133.85,47345.0
2022-03-28,115.75,110.7033,110.68,,194.57436856875586,111.04,2682411.0,115.28,831121.0,120.01,330235.0,124.5,149539.0,129.0,67189.0,134.0,47730.0
2022-03-29,115.75,110.8033,110.82,,191.48737137511694,111.04,2680248.0,115.49,909754.0,120.4,353824.0,125.1,159546.0,129.8,119397.0,135.1,46425.0
2022-03-30,116.0,110.9167,110.89,,191.82825484764544,110.98,2655628.0,115.31,1055931.0,120.32,398087.0,125.12,177630.0,129.9,132321.0,135.2,45425.0
2022-03-31,116.0,110.9783,111.01,,190.60185185185185,110.98,2655628.0,115.35,1935379.0,120.37,469407.0,125.2,179040.0,130.0,141866.0,135.4,46505.0
2022-04-01,116.25,111.125,111.12,,188.7837837837838,115.45,1905251.0,120.4,452689.0,125.35,182034.0,130.0,138345.0,135.8,46155.0,140.64,52733.0
2022-04-02,116.25,111.125,111.12,,188.7837837837838,115.45,1905251.0,120.4,452689.0,125.35,182034.0,130.0,138345.0,135.8,46155.0,140.64,52733.0
2022-04-03,116.25,111.125,111.12,,188.7837837837838,115.45,1905251.0,120.4,452689.0,125.35,182034.0,130.0,138345.0,135.8,46155.0,140.64,52733.0
2022-04-04,116.75,111.5583,111.57,,189.14623069936422,115.46,1966743.0,120.75,458356.0,125.85,185848.0,130.75,138275.0,136.5,46255.0,141.8,52783.0
2022-04-05,116.75,111.6983,111.7,,189.12429378531075,115.46,2025596.0,120.93,478404.0,126.2,187376.0,131.21,139275.0,136.96,46255.0,142.5,52783.0
2022-04-06,117.0,111.8433,111.83,,189.5337773549001,115.35,2062217.0,120.88,484322.0,126.1,190961.0,131.15,135203.0,136.95,46055.0,142.39,50833.0
2022-04-07,117.25,111.9783,111.97,,190.737148399612,115.35,2065032.0,121.05,481759.0,126.4,191202.0,131.38,136345.0,137.5,46060.0,142.8,49434.0
2022-04-08,117.25,112.13,112.16,,190.58252427184465,115.38,2161125.0,121.55,488373.0,127.3,193352.0,132.8,141585.0,139.0,46059.0,144.0,50362.0
2022-04-09,117.25,112.13,112.16,,190.58252427184465,115.38,2161125.0,121.55,488373.0,127.3,193352.0,132.8,141585.0,139.0,46059.0,144.0,50362.0
2022-04-10,117.25,112.13,112.16,,190.58252427184465,115.38,2161125.0,121.55,488373.0,127.3,193352.0,132.8,141585.0,139.0,46059.0,144.0,50362.0
2022-04-11,117.75,112.5917,112.58,,191.78356713426854,115.37,2193181.0,121.59,492182.0,127.55,188845.0,132.8,143673.0,138.9,47215.0,144.0,49781.0
2022-04-12,117.75,112.735,112.76,,193.3534743202417,115.36,2226290.0,121.41,499060.0,127.15,185139.0,132.3,146635.0,138.0,48306.0,143.1,55546.0
2022-04-13,118.0,112.9133,112.97,,191.0732196589769,115.35,2270397.0,121.53,493470.0,127.4,195787.0,132.8,158467.0,138.7,49369.0,144.0,62221.0
2022-04-14,118.0,112.9133,112.97,,190.5,115.35,2270397.0,121.53,493470.0,127.4,195787.0,132.8,158467.0,138.7,49369.0,144.0,62221.0
2022-04-15,118.0,112.9133,112.97,,190.5,115.35,2270397.0,121.53,493470.0,127.4,195787.0,132.8,158467.0,138.7,49369.0,144.0,62221.0
2022-04-16,118.0,112.9133,112.97,,190.5,115.35,2270397.0,121.53,493470.0,127.4,195787.0,132.8,158467.0,138.7,49369.0,144.0,62221.0
2022-04-17,118.0,112.9133,112.97,,190.5,115.35,2270397.0,121.53,493470.0,127.4,195787.0,132.8,158467.0,138.7,49369.0,144.0,62221.0
2022-04-18,118.5,113.6617,113.63,,190.2270483711747,115.34,2393409.0,121.65,492883.0,127.7,195341.0,133.35,180826.0,139.31,50239.0,144.9,60012.0
2022-04-19,118.75,113.7867,113.78,,191.69960474308303,115.29,2365905.0,121.66,496651.0,127.78,197816.0,133.8,200273.0,140.0,50439.0,146.0,59947.0
2022-04-20,119.0,113.9483,113.96,,194.52191235059763,115.28,2329416.0,121.41,545263.0,127.3,203002.0,133.2,198354.0,139.5,49293.0,145.35,59806.0
2022-04-21,119.25,114.1067,114.09,,202.41850683491063,115.3,2310923.0,121.18,562774.0,127.0,210457.0,132.56,202202.0,138.5,50273.0,144.25,61937.0
2022-04-22,119.5,114.2517,114.23,,208.53131749460044,115.31,2272069.0,121.07,588260.0,126.85,215273.0,132.45,200538.0,138.55,49658.0,144.3,61201.0
2022-04-23,119.5,114.2517,114.23,,208.53131749460044,115.31,2272069.0,121.07,588260.0,126.85,215273.0,132.45,200538.0,138.55,49658.0,144.3,61201.0
2022-04-24,119.5,114.2517,114.23,,208.53131749460044,115.31,2272069.0,121.07,588260.0,126.85,215273.0,132.45,200538.0,138.55,49658.0,144.3,61201.0
2022-04-25,119.5,114.695,114.68,,208.49462365591395,115.3,2235927.0,121.02,613026.0,126.87,227429.0,132.65,195902.0,138.95,52780.0,144.9,60277.0
2022-04-26,119.75,114.8417,114.85,,214.8816234498309,115.3,2173037.0,121.0,740809.0,127.1,261824.0,133.0,192843.0,139.5,52932.0,145.5,60372.0
2022-04-27,119.75,115.005,115.04,,208.69803063457329,115.28,2141382.0,121.0,944708.0,127.14,312879.0,133.41,217803.0,140.38,66187.0,146.4,65231.0
2022-04-28,119.75,115.1733,115.18,,205.17241379310346,115.3,1839555.0,120.96,1315908.0,127.18,350398.0,133.62,224907.0,140.8,66573.0,147.2,63426.0
2022-04-29,120.25,115.3117,115.31,,204.73047304730474,115.31,1839555.0,120.73,2465967.0,127.05,361946.0,133.7,243283.0,141.3,63043.0,147.55,62675.0
2022-04-30,120.25,115.3117,115.31,,204.73047304730474,115.31,1839555.0,120.73,2465967.0,127.05,361946.0,133.7,243283.0,141.3,63043.0,147.55,62675.0
