indice_tiempo,tipo_cambio_bna_vendedor,tipo_cambio_a3500,tipo_cambio_mae,volumen_mae,tipo_cambio_implicito_en_adrs,futuro_rofex_usd1m,interes_abierto_1m,futuro_rofex_usd2m,interes_abierto_2m,futuro_rofex_usd3m,interes_abierto_3m,futuro_rofex_usd4m,interes_abierto_4m,futuro_rofex_usd5m,interes_abierto_5m,futuro_rofex_usd6m,interes_abierto_6m
2021-08-25,102.5,97.4833,97.48,242050.0,174.55533596837947,97.84,717262.0,99.9,481385.0,102.16,423586.0,105.9,458450.0,111.15,198772.0,116.95,109559.0
2021-08-26,102.75,97.545,97.53,330100.0,176.96517412935322,97.79,887331.0,99.87,517464.0,102.18,437580.0,105.9,468024.0,111.3,199212.0,117.3,112468.0
2021-08-27,102.75,97.5667,97.56,205900.0,176.39296187683283,97.72,849160.0,99.69,518042.0,101.97,442679.0,105.65,474766.0,111.05,203493.0,117.15,111496.0
2021-08-28,102.75,97.5667,97.56,,176.39296187683283,97.72,849160.0,99.69,518042.0,101.97,442679.0,105.65,474766.0,111.05,203493.0,117.15,111496.0
2021-08-29,102.75,97.5667,97.56,,176.39296187683283,97.72,849160.0,99.69,518042.0,101.97,442679.0,105.65,474766.0,111.05,203493.0,117.15,111496.0
2021-08-30,102.75,97.7167,97.71,222810.0,174.4535519125683,97.75,747571.0,99.71,538777.0,101.92,437622.0,105.43,469214.0,110.95,206314.0,117.0,103485.0
2021-08-31,102.75,97.7517,97.74,207520.0,175.139146567718,97.75,747571.0,99.39,776510.0,101.56,483875.0,104.75,459006.0,109.97,268255.0,116.0,99586.0
2021-09-01,103.0,97.78,97.78,196400.0,176.01895734597156,99.4,795295.0,101.6,486718.0,104.75,466462.0,109.96,286103.0,116.1,98727.0,120.6,87873.0
2021-09-02,103.0,97.8333,97.83,166700.0,177.02702702702703,99.5,811703.0,101.65,492966.0,104.8,459737.0,109.95,302800.0,116.1,96211.0,120.45,90083.0
2021-09-03,103.0,97.8683,97.86,150010.0,177.82101167315176,99.61,844203.0,101.76,494009.0,104.8,463963.0,109.89,314077.0,116.11,98622.0,120.5,89711.0
2021-09-04,103.0,97.8683,97.86,,177.82101167315176,99.61,844203.0,101.76,494009.0,104.8,463963.0,109.89,314077.0,116.11,98622.0,120.5,89711.0
2021-09-05,103.0,97.8683,97.86,,177.82101167315176,99.61,844203.0,101.76,494009.0,104.8,463963.0,109.89,314077.0,116.11,98622.0,120.5,89711.0
2021-09-06,103.0,97.95,97.86,,181.3229571984436,99.56,853545.0,101.74,504224.0,104.71,462057.0,109.68,314768.0,116.0,98812.0,120.5,89710.0
2021-09-07,103.0,97.9883,97.99,198570.0,178.04659498207886,99.47,859856.0,101.67,508143.0,104.53,462818.0,109.3,317068.0,114.99,108345.0,119.16,87861.0
2021-09-08,103.25,98.0233,98.01,185400.0,178.11371841155236,99.42,887917.0,101.63,537888.0,104.28,459306.0,108.89,320926.0,114.25,102590.0,118.4,90815.0
2021-09-09,103.25,98.05,98.05,173580.0,179.66728280961183,99.4,944372.0,101.65,570048.0,104.22,485932.0,108.62,305984.0,113.85,100733.0,117.7,97700.0
2021-09-10,103.25,98.0967,98.09,181290.0,181.06060606060606,99.38,1069638.0,101.62,628804.0,104.19,543041.0,108.56,323830.0,113.65,102502.0,117.35,107705.0
2021-09-11,103.25,98.0967,98.09,,181.06060606060606,99.38,1069638.0,101.62,628804.0,104.19,543041.0,108.56,323830.0,113.65,102502.0,117.35,107705.0
2021-09-12,103.25,98.0967,98.09,,181.06060606060606,99.38,1069638.0,101.62,628804.0,104.19,543041.0,108.56,323830.0,113.65,102502.0,117.35,107705.0
2021-09-13,103.25,98.2083,98.19,271120.0,178.50953206239168,99.24,1081790.0,101.46,622499.0,104.0,561705.0,108.25,337242.0,113.35,114078.0,117.08,109837.0
2021-09-14,103.25,98.22,98.21,252500.0,178.55871886120997,99.1,1064561.0,101.1,627515.0,103.62,565679.0,107.78,340573.0,112.75,117505.0,116.15,107073.0
2021-09-15,103.5,98.245,98.25,195250.0,178.53901996370237,99.2,1058609.0,101.15,609804.0,103.8,575806.0,108.2,362347.0,113.2,134782.0,116.85,102118.0
2021-09-16,103.5,98.3117,98.3,192920.0,179.90063233965674,99.2,1102205.0,101.35,654862.0,104.33,622793.0,109.25,398011.0,114.3,148230.0,118.1,109923.0
2021-09-17,103.5,98.3483,98.36,282730.0,180.37340619307832,99.19,1127338.0,101.38,693061.0,104.39,637012.0,109.38,421379.0,114.8,160427.0,118.7,126178.0
2021-09-18,103.5,98.3483,98.36,,180.37340619307832,99.19,1127338.0,101.38,693061.0,104.39,637012.0,109.38,421379.0,114.8,160427.0,118.7,126178.0
2021-09-19,103.5,98.3483,98.36,,180.37340619307832,99.19,1127338.0,101.38,693061.0,104.39,637012.0,109.38,421379.0,114.8,160427.0,118.7,126178.0
2021-09-20,103.75,98.4817,98.46,164300.0,183.82502543234995,99.1,1106869.0,101.21,694476.0,104.32,635133.0,109.33,419206.0,114.8,161291.0,118.95,127323.0
2021-09-21,103.75,98.4917,98.47,206450.0,186.21227887617067,99.03,1110535.0,101.15,706293.0,104.19,636126.0,109.17,426596.0,114.9,172301.0,119.1,145654.0
2021-09-22,103.75,98.505,98.49,131870.0,190.41237113402065,98.98,1118595.0,101.0,716611.0,103.99,633782.0,109.0,427175.0,114.77,172564.0,118.96,146244.0
2021-09-23,103.75,98.5183,98.54,172700.0,191.5537017726799,98.95,1094208.0,100.85,727514.0,103.75,638277.0,108.59,444961.0,114.35,177361.0,118.61,152576.0
2021-09-24,103.75,98.56,98.56,170150.0,193.23027718550105,98.95,1088117.0,100.85,757244.0,103.62,634164.0,108.42,434610.0,114.2,195865.0,118.45,167095.0
2021-09-25,103.75,98.56,98.56,,193.23027718550105,98.95,1088117.0,100.85,757244.0,103.62,634164.0,108.42,434610.0,114.2,195865.0,118.45,167095.0
2021-09-26,103.75,98.56,98.56,,193.23027718550105,98.95,1088117.0,100.85,757244.0,103.62,634164.0,108.42,434610.0,114.2,195865.0,118.45,167095.0
2021-09-27,103.75,98.6683,98.63,235420.0,194.32404540763676,98.82,1067339.0,100.76,763820.0,103.58,650136.0,108.3,435093.0,114.2,219189.0,118.4,174160.0
2021-09-28,103.75,98.6817,98.66,200620.0,195.9375,98.77,1009647.0,100.74,817405.0,103.56,693348.0,108.21,517875.0,114.13,240850.0,118.42,197414.0
2021-09-29,103.75,98.705,98.72,195070.0,195.69672131147541,98.74,933897.0,100.73,901606.0,103.55,733969.0,108.17,550545.0,114.2,247267.0,118.55,199575.0
2021-09-30,104.0,98.735,98.74,339160.0,192.50248262164845,98.74,933897.0,100.45,1257252.0,103.45,758081.0,108.03,534876.0,114.05,255425.0,118.42,212948.0
2021-10-01,104.0,98.7817,98.79,188710.0,193.06640625,100.49,1328421.0,103.5,763076.0,108.01,538867.0,114.05,299704.0,118.35,220427.0,123.75,155233.0
2021-10-02,104.0,98.7817,98.79,,193.06640625,100.49,1328421.0,103.5,763076.0,108.01,538867.0,114.05,299704.0,118.35,220427.0,123.75,155233.0
2021-10-03,104.0,98.7817,98.79,,193.06640625,100.49,1328421.0,103.5,763076.0,108.01,538867.0,114.05,299704.0,118.35,220427.0,123.75,155233.0
2021-10-04,104.0,98.885,98.86,177780.0,193.74384236453201,100.42,1352981.0,103.48,781412.0,107.86,554321.0,113.97,300410.0,118.22,226846.0,123.49,158815.0
2021-10-05,104.25,98.9,98.89,134300.0,189.815712900097,100.38,1375362.0,103.41,798582.0,107.68,564343.0,113.81,320210.0,117.94,238018.0,123.06,167051.0
2021-10-06,104.25,98.9217,98.92,219300.0,192.32649071358748,100.38,1382717.0,103.43,823553.0,107.77,557492.0,114.01,397467.0,118.45,263221.0,123.55,176042.0
2021-10-07,104.25,98.945,98.94,179260.0,191.9843597262952,100.31,1379095.0,103.55,824885.0,108.01,569844.0,114.3,409469.0,118.85,306310.0,124.0,182309.0
2021-10-08,104.25,98.945,98.94,179260.0,191.609756097561,100.31,1379095.0,103.55,824885.0,108.01,569844.0,114.3,409469.0,118.85,306310.0,124.0,182309.0
2021-10-09,104.25,98.945,98.94,,191.609756097561,100.31,1379095.0,103.55,824885.0,108.01,569844.0,114.3,409469.0,118.85,306310.0,124.0,182309.0
2021-10-10,104.25,98.945,98.94,,191.609756097561,100.31,1379095.0,103.55,824885.0,108.01,569844.0,114.3,409469.0,118.85,306310.0,124.0,182309.0
2021-10-11,104.25,98.945,98.94,,190.49466537342386,100.31,1379095.0,103.55,824885.0,108.01,569844.0,114.3,409469.0,118.85,306310.0,124.0,182309.0
2021-10-12,104.25,99.1,99.09,200500.0,190.3864734299517,100.13,1390131.0,103.36,822283.0,107.79,577707.0,114.03,413188.0,118.66,334866.0,123.91,184866.0
2021-10-13,104.25,99.125,99.12,219700.0,191.3022351797862,100.04,1404549.0,103.27,837038.0,107.77,599036.0,114.05,416382.0,118.7,332985.0,124.0,226860.0
2021-10-14,104.25,99.155,99.16,229550.0,192.92635658914728,100.02,1409129.0,103.26,834178.0,107.78,623851.0,114.08,424958.0,118.75,349547.0,124.09,231412.0
2021-10-15,104.5,99.185,99.18,305400.0,194.78584729981378,99.99,1442992.0,103.24,837119.0,107.79,648277.0,114.09,432255.0,118.79,366721.0,124.15,247575.0
2021-10-16,104.5,99.185,99.18,,194.78584729981378,99.99,1442992.0,103.24,837119.0,107.79,648277.0,114.09,432255.0,118.79,366721.0,124.15,247575.0
2021-10-17,104.5,99.185,99.18,,194.78584729981378,99.99,1442992.0,103.24,837119.0,107.79,648277.0,114.09,432255.0,118.79,366721.0,124.15,247575.0
2021-10-18,104.5,99.275,99.27,243730.0,196.5645311049211,99.9,1432832.0,103.11,860356.0,107.66,694197.0,113.93,460997.0,118.64,375215.0,124.12,259891.0
2021-10-19,104.75,99.305,99.31,195960.0,196.74908424908426,99.87,1439752.0,103.08,882270.0,107.68,728592.0,113.97,468383.0,118.7,387272.0,124.23,263445.0
2021-10-20,104.75,99.3383,99.35,206500.0,194.36379163108452,99.85,1500003.0,103.09,877082.0,107.77,765004.0,114.11,502118.0,118.92,412355.0,124.56,287646.0
2021-10-21,104.75,99.3683,99.37,201300.0,198.50877192982455,99.82,1490152.0,103.13,906053.0,107.87,782683.0,114.24,507598.0,119.15,455142.0,124.8,290672.0
2021-10-22,104.75,99.3983,99.39,275690.0,200.61349693251535,99.74,1438692.0,103.16,982492.0,107.97,833569.0,114.4,529806.0,119.37,469920.0,125.1,315668.0
2021-10-23,104.75,99.3983,99.39,,200.61349693251535,99.74,1438692.0,103.16,982492.0,107.97,833569.0,114.4,529806.0,119.37,469920.0,125.1,315668.0
2021-10-24,104.75,99.3983,99.39,,200.61349693251535,99.74,1438692.0,103.16,982492.0,107.97,833569.0,114.4,529806.0,119.37,469920.0,125.1,315668.0
2021-10-25,104.75,99.4933,99.48,208850.0,199.45378151260505,99.67,1434746.0,103.1,992952.0,107.96,858940.0,114.46,538369.0,119.51,472319.0,125.35,332055.0
2021-10-26,104.75,99.5267,99.56,246400.0,200.9409751924722,99.7,1394476.0,103.03,1001867.0,107.97,873167.0,114.38,535698.0,119.38,486839.0,125.35,334727.0
2021-10-27,105.0,99.6167,99.65,379020.0,203.17892824704813,99.74,1376841.0,103.08,1015299.0,108.08,898266.0,114.57,560173.0,119.64,496350.0,125.7,337699.0
2021-10-28,105.0,99.6917,99.69,225710.0,205.20179372197308,99.73,1306214.0,103.02,1071851.0,107.99,947859.0,114.47,575248.0,119.5,499253.0,125.58,346181.0
2021-10-29,105.0,99.7217,99.72,377900.0,207.00846660395106,99.72,1306214.0,102.44,1562714.0,107.89,993598.0,114.4,690442.0,119.4,544356.0,125.4,363143.0
2021-10-30,105.0,99.7217,99.72,,207.00846660395106,99.72,1306214.0,102.44,1562714.0,107.89,993598.0,114.4,690442.0,119.4,544356.0,125.4,363143.0
2021-10-31,105.0,99.7217,99.72,,207.00846660395106,99.72,1306214.0,102.44,1562714.0,107.89,993598.0,114.4,690442.0,119.4,544356.0,125.4,363143.0
2021-11-01,105.0,99.825,99.81,160200.0,213.1578947368421,102.19,1575525.0,107.61,992870.0,114.17,696788.0,119.2,566646.0,125.28,389621.0,130.55,71999.0
2021-11-02,105.0,99.8533,99.86,169240.0,215.93357271095152,102.15,1578348.0,107.51,1005346.0,114.12,717331.0,119.15,577512.0,125.26,396241.0,130.65,69916.0
2021-11-03,105.0,99.9033,99.91,193100.0,213.95744680851064,102.12,1648479.0,107.47,1016104.0,114.15,711640.0,119.14,587390.0,125.35,401151.0,131.0,69921.0
2021-11-04,105.25,99.9517,99.96,314340.0,216.005291005291,102.05,1818823.0,107.41,1032775.0,114.1,752700.0,119.1,644273.0,125.32,413802.0,131.15,70305.0
2021-11-05,105.25,99.9467,99.94,378820.0,215.46888694127958,102.04,1997003.0,107.4,1116032.0,114.1,775149.0,119.09,693904.0,125.35,427203.0,131.31,73931.0
2021-11-06,105.25,99.9467,99.94,,215.46888694127958,102.04,1997003.0,107.4,1116032.0,114.1,775149.0,119.09,693904.0,125.35,427203.0,131.31,73931.0
2021-11-07,105.25,99.9467,99.94,,215.46888694127958,102.04,1997003.0,107.4,1116032.0,114.1,775149.0,119.09,693904.0,125.35,427203.0,131.31,73931.0
2021-11-08,105.25,100.05,100.08,220730.0,216.14802354920099,101.91,2019351.0,107.16,1133206.0,113.8,784493.0,118.8,699527.0,125.1,423351.0,130.8,74569.0
2021-11-09,105.25,100.0983,100.11,257900.0,210.59602649006624,101.86,2059104.0,107.03,1146038.0,113.7,801363.0,118.75,724983.0,125.06,431647.0,130.8,74736.0
2021-11-10,105.25,100.1433,100.15,357220.0,212.19110378912686,101.86,2124578.0,107.0,1172838.0,113.7,793952.0,118.75,721475.0,125.1,437299.0,130.85,79294.0
2021-11-11,105.25,100.175,100.15,,215.2356902356902,101.84,2281120.0,107.1,1203739.0,114.0,811060.0,119.0,751394.0,125.5,439498.0,131.35,83557.0
2021-11-12,105.25,100.2267,100.22,540000.0,216.015625,102.13,2371676.0,107.05,1405845.0,114.1,820508.0,119.04,767165.0,125.17,446308.0,130.8,102570.0
2021-11-13,105.25,100.2267,100.22,,216.015625,102.13,2371676.0,107.05,1405845.0,114.1,820508.0,119.04,767165.0,125.17,446308.0,130.8,102570.0
2021-11-14,105.25,100.2267,100.22,,216.015625,102.13,2371676.0,107.05,1405845.0,114.1,820508.0,119.04,767165.0,125.17,446308.0,130.8,102570.0
2021-11-15,105.5,100.2917,100.27,178330.0,210.57945566286216,101.11,2353943.0,105.2,1407613.0,111.65,824501.0,116.25,774510.0,122.3,446218.0,127.35,100472.0
2021-11-16,105.5,100.3083,100.29,221550.0,211.71428571428572,100.97,2325887.0,104.68,1409600.0,110.1,817516.0,114.5,768306.0,120.4,459143.0,125.5,109034.0
2021-11-17,105.5,100.3583,100.35,215110.0,211.779324055666,101.0,2300505.0,105.13,1417117.0,111.01,851717.0,115.5,771024.0,121.6,460843.0,127.2,111692.0
2021-11-18,105.5,100.4067,100.41,219800.0,215.9470068694799,101.01,2293815.0,105.2,1426449.0,111.26,853337.0,115.76,771480.0,122.0,464814.0,127.35,114812.0
2021-11-19,105.5,100.465,100.46,160660.0,218.78914405010437,101.05,2287640.0,105.24,1440592.0,111.3,852267.0,115.95,771687.0,122.2,464814.0,127.4,114862.0
2021-11-20,105.5,100.465,100.46,,218.78914405010437,101.05,2287640.0,105.24,1440592.0,111.3,852267.0,115.95,771687.0,122.2,464814.0,127.4,114862.0
2021-11-21,105.5,100.465,100.46,,218.78914405010437,101.05,2287640.0,105.24,1440592.0,111.3,852267.0,115.95,771687.0,122.2,464814.0,127.4,114862.0
2021-11-22,105.5,100.465,100.46,,229.0710382513661,101.05,2287640.0,105.24,1440592.0,111.3,852267.0,115.95,771687.0,122.2,464814.0,127.4,114862.0
2021-11-23,105.75,100.595,100.57,240870.0,216.1987041036717,100.89,2259620.0,105.0,1471587.0,111.0,850454.0,115.51,773127.0,121.55,466715.0,126.6,119823.0
2021-11-24,105.75,100.6233,100.62,255510.0,219.9124726477024,100.92,2240756.0,105.1,1490516.0,111.19,867195.0,115.35,771886.0,121.2,468899.0,126.1,120743.0
2021-11-25,105.75,100.6833,100.62,255510.0,223.96061269146608,101.03,2225032.0,105.25,1531824.0,111.25,872833.0,115.45,760895.0,121.3,466872.0,126.07,118914.0
2021-11-26,105.75,100.7583,100.8,322760.0,212.51366120218577,101.03,2200342.0,105.5,1543862.0,111.6,874100.0,115.8,762240.0,121.6,468656.0,126.25,122458.0
2021-11-27,105.75,100.7583,100.8,,212.51366120218577,101.03,2200342.0,105.5,1543862.0,111.6,874100.0,115.8,762240.0,121.6,468656.0,126.25,122458.0
2021-11-28,105.75,100.7583,100.8,,212.51366120218577,101.03,2200342.0,105.5,1543862.0,111.6,874100.0,115.8,762240.0,121.6,468656.0,126.25,122458.0
2021-11-29,105.75,100.9233,100.94,242000.0,213.1968145620023,100.9,2169138.0,105.55,1674724.0,111.75,892934.0,116.1,764881.0,121.8,460466.0,126.55,119678.0
2021-11-30,106.0,100.925,100.96,324990.0,218.1451612903226,100.92,2169138.0,105.0,2050947.0,111.2,969330.0,115.32,860046.0,120.91,492803.0,126.25,138873.0
2021-12-01,106.25,101.005,101.0,273090.0,221.6861081654295,104.43,2104805.0,110.45,949932.0,114.8,860712.0,120.7,493056.0,125.6,132558.0,130.7,40640.0
2021-12-02,106.25,101.07,101.1,263020.0,217.89087093389298,104.34,2115215.0,110.12,945572.0,114.55,851854.0,120.5,493999.0,125.45,138582.0,130.65,40889.0
2021-12-03,106.25,101.155,101.16,317760.0,223.39149400218102,104.0,2251268.0,109.45,954303.0,113.6,854267.0,119.5,495936.0,123.95,139099.0,129.49,42353.0
2021-12-04,106.25,101.155,101.16,,223.39149400218102,104.0,2251268.0,109.45,954303.0,113.6,854267.0,119.5,495936.0,123.95,139099.0,129.49,42353.0
2021-12-05,106.25,101.155,101.16,,223.39149400218102,104.0,2251268.0,109.45,954303.0,113.6,854267.0,119.5,495936.0,123.95,139099.0,129.49,42353.0
2021-12-06,106.25,101.3233,101.28,291500.0,222.3109691160809,103.64,2270310.0,108.81,954758.0,112.85,857946.0,118.65,494995.0,123.0,137761.0,128.0,42289.0
2021-12-07,106.5,101.365,101.42,210840.0,221.18380062305295,103.52,2317499.0,108.65,981356.0,112.4,864026.0,117.9,498616.0,122.25,135198.0,127.0,55057.0
2021-12-08,106.5,101.365,101.42,210840.0,219.36148300720905,103.52,2317499.0,108.65,981356.0,112.4,864026.0,117.9,498616.0,122.25,135198.0,127.0,55057.0
2021-12-09,106.75,101.5083,101.54,275860.0,210.09221311475412,103.46,2307104.0,108.5,972225.0,112.37,864127.0,117.55,500460.0,121.9,132908.0,126.95,57743.0
2021-12-10,106.75,101.58,101.55,344980.0,208.3594566353187,103.41,2307973.0,108.59,988982.0,112.55,867913.0,117.6,499099.0,121.8,133901.0,126.7,59195.0
2021-12-11,106.75,101.58,101.55,,208.3594566353187,103.41,2307973.0,108.59,988982.0,112.55,867913.0,117.6,499099.0,121.8,133901.0,126.7,59195.0
2021-12-12,106.75,101.58,101.55,,208.3594566353187,103.41,2307973.0,108.59,988982.0,112.55,867913.0,117.6,499099.0,121.8,133901.0,126.7,59195.0
2021-12-13,106.75,101.725,101.7,219970.0,206.4835164835165,103.28,2325129.0,108.52,995533.0,112.45,864152.0,117.55,502709.0,121.75,136601.0,126.55,57299.0
2021-12-14,107.0,101.7733,101.78,211650.0,208.5209003215434,103.22,2306023.0,108.3,1033414.0,112.32,875146.0,117.38,493639.0,121.53,129356.0,126.2,64163.0
2021-12-15,107.0,101.83,101.82,245390.0,201.0,103.14,2312634.0,107.5,1042145.0,111.4,871212.0,116.5,484629.0,120.32,125266.0,124.9,62868.0
2021-12-16,107.0,101.8883,101.9,106350.0,204.2051282051282,103.04,2305337.0,107.35,1038130.0,111.3,874485.0,116.3,486322.0,120.35,125372.0,124.9,62868.0
2021-12-17,107.0,101.9667,101.98,157350.0,209.09574468085106,103.07,2298172.0,107.4,1057247.0,111.32,876347.0,116.37,495178.0,120.5,126490.0,125.0,63577.0
2021-12-18,107.0,101.9667,101.98,,209.09574468085106,103.07,2298172.0,107.4,1057247.0,111.32,876347.0,116.37,495178.0,120.5,126490.0,125.0,63577.0
2021-12-19,107.0,101.9667,101.98,,209.09574468085106,103.07,2298172.0,107.4,1057247.0,111.32,876347.0,116.37,495178.0,120.5,126490.0,125.0,63577.0
2021-12-20,107.0,102.145,102.13,158200.0,207.19576719576722,102.97,2278380.0,107.52,1049294.0,111.7,875897.0,116.8,493501.0,121.0,134150.0,125.7,65691.0
2021-12-21,107.0,102.2017,102.24,109430.0,210.2212855637513,102.86,2253727.0,107.65,1079329.0,112.04,904031.0,117.4,516319.0,121.81,128431.0,126.65,77159.0
2021-12-22,107.25,102.2767,102.26,151800.0,208.07127882599582,102.9,2250617.0,107.49,1107267.0,111.9,933396.0,117.35,531937.0,121.8,135151.0,126.5,71708.0
2021-12-23,107.25,102.33,102.3,161850.0,205.62435500515997,102.85,2218929.0,107.3,1105502.0,111.83,946890.0,117.05,536038.0,121.5,130342.0,126.0,72043.0
2021-12-24,107.25,102.33,102.3,,205.62435500515997,102.85,2218929.0,107.3,1105502.0,111.83,946890.0,117.05,536038.0,121.5,130342.0,126.0,72043.0
2021-12-25,107.25,102.33,102.3,,205.62435500515997,102.85,2218929.0,107.3,1105502.0,111.83,946890.0,117.05,536038.0,121.5,130342.0,126.0,72043.0
2021-12-26,107.25,102.33,102.3,,205.62435500515997,102.85,2218929.0,107.3,1105502.0,111.83,946890.0,117.05,536038.0,121.5,130342.0,126.0,72043.0
2021-12-27,107.5,102.5667,102.54,159850.0,197.14285714285714,102.74,2194548.0,106.97,1158380.0,111.49,988884.0,116.85,546017.0,121.25,131919.0,126.0,72217.0
2021-12-28,107.75,102.62,102.62,135850.0,200.9885535900104,102.72,2175099.0,107.01,1224426.0,111.57,1026171.0,116.97,547630.0,121.6,133978.0,126.5,70248.0
2021-12-29,107.75,102.69,102.68,178750.0,200.0,102.74,2081017.0,106.92,1406312.0,111.35,1067704.0,116.7,567542.0,121.15,134723.0,126.0,70723.0
2021-12-30,107.75,102.75,102.72,268880.0,200.564681724846,102.75,2081017.0,106.71,2231270.0,111.25,1145584.0,116.6,591470.0,120.81,136285.0,125.5,68890.0
2021-12-31,107.75,102.75,102.72,,205.84826132771337,102.75,2081017.0,106.71,2231270.0,111.25,1145584.0,116.6,591470.0,120.81,136285.0,125.5,68890.0
2022-01-01,107.75,102.75,102.72,,205.84826132771337,102.75,2081017.0,106.71,2231270.0,111.25,1145584.0,116.6,591470.0,120.81,136285.0,125.5,68890.0
2022-01-02,107.75,102.75,102.72,,205.84826132771337,102.75,2081017.0,106.71,2231270.0,111.25,1145584.0,116.6,591470.0,120.81,136285.0,125.5,68890.0
2022-01-03,108.0,103.04,103.0,111690.0,207.47422680412373,106.45,2274802.0,110.84,1156367.0,116.2,597466.0,120.41,135605.0,124.97,68892.0,129.1,53980.0
2022-01-04,108.0,103.08,103.09,85900.0,204.82866043613706,106.08,2298522.0,110.25,1164638.0,115.71,621371.0,119.95,144336.0,124.6,73911.0,128.9,54080.0
2022-01-05,108.0,103.15,103.14,154700.0,210.40305010893246,106.17,2318453.0,110.45,1175854.0,116.14,630069.0,120.44,157818.0,125.45,73911.0,129.55,53380.0
2022-01-06,108.25,103.23,103.24,84660.0,210.4638619201726,106.14,2347333.0,110.61,1165340.0,116.55,629269.0,121.14,156518.0,126.05,75911.0,130.8,54017.0
2022-01-07,108.5,103.29,103.28,246180.0,211.0874200426439,106.01,2356745.0,110.29,1161861.0,116.19,642147.0,120.74,153597.0,125.88,78614.0,130.4,55117.0
2022-01-08,108.5,103.29,103.28,,211.0874200426439,106.01,2356745.0,110.29,1161861.0,116.19,642147.0,120.74,153597.0,125.88,78614.0,130.4,55117.0
2022-01-09,108.5,103.29,103.28,,211.0874200426439,106.01,2356745.0,110.29,1161861.0,116.19,642147.0,120.74,153597.0,125.88,78614.0,130.4,55117.0
2022-01-10,108.5,103.5083,103.51,149200.0,212.29773462783172,105.88,2368306.0,110.18,1162034.0,115.95,636050.0,120.51,165156.0,125.65,78616.0,130.25,57148.0
2022-01-11,108.5,103.5767,103.56,76000.0,210.41009463722398,105.73,2361024.0,109.83,1195461.0,115.45,626311.0,120.1,161770.0,125.2,76060.0,129.65,63164.0
2022-01-12,108.75,103.6417,103.68,111300.0,208.67293625914314,105.68,2377349.0,109.65,1194453.0,115.3,622891.0,119.9,162160.0,124.95,76080.0,129.6,63169.0
2022-01-13,108.75,103.7433,103.77,124900.0,208.66596638655463,105.53,2352736.0,109.52,1196243.0,115.01,645640.0,119.65,162294.0,124.6,91321.0,129.25,63461.0
2022-01-14,108.75,103.8467,103.84,148160.0,208.3245521601686,105.42,2315282.0,109.18,1224259.0,114.56,661600.0,119.11,167866.0,124.25,91328.0,128.7,63834.0
2022-01-15,108.75,103.8467,103.84,,208.3245521601686,105.42,2315282.0,109.18,1224259.0,114.56,661600.0,119.11,167866.0,124.25,91328.0,128.7,63834.0
2022-01-16,108.75,103.8467,103.84,,208.3245521601686,105.42,2315282.0,109.18,1224259.0,114.56,661600.0,119.11,167866.0,124.25,91328.0,128.7,63834.0
2022-01-17,109.0,104.07,103.84,,206.4805057955743,105.39,2308636.0,109.12,1260691.0,114.49,671802.0,119.0,175033.0,124.05,93835.0,128.5,63934.0
2022-01-18,109.0,104.1867,104.17,163570.0,212.06509539842872,105.4,2348006.0,109.03,1302856.0,114.37,683646.0,118.8,176486.0,123.85,92835.0,128.25,60770.0
2022-01-19,109.0,104.2383,104.24,191500.0,212.27777777777777,105.36,2373448.0,108.9,1324179.0,114.16,686749.0,118.59,181587.0,123.5,99753.0,128.0,60770.0
2022-01-20,109.0,104.3033,104.31,129420.0,221.12994350282486,105.33,2366260.0,108.87,1330249.0,114.11,676684.0,118.6,185188.0,123.55,115696.0,128.15,66435.0
2022-01-21,109.25,104.3533,104.34,208390.0,224.67378410438909,105.28,2368043.0,108.8,1361008.0,114.08,676465.0,118.62,185579.0,123.75,120105.0,128.4,69065.0
2022-01-22,109.25,104.3533,104.34,,224.67378410438909,105.28,2368043.0,108.8,1361008.0,114.08,676465.0,118.62,185579.0,123.75,120105.0,128.4,69065.0
2022-01-23,109.25,104.3533,104.34,,224.67378410438909,105.28,2368043.0,108.8,1361008.0,114.08,676465.0,118.62,185579.0,123.75,120105.0,128.4,69065.0
2022-01-24,109.5,104.5317,104.53,162900.0,219.79418886198548,105.18,2366060.0,108.68,1352357.0,114.1,707386.0,118.75,196102.0,123.95,120814.0,128.75,72125.0
2022-01-25,109.5,104.6033,104.62,123600.0,231.19158878504672,105.15,2331403.0,108.67,1346929.0,114.16,724344.0,118.85,203044.0,124.05,116742.0,128.85,75695.0
2022-01-26,109.5,104.6833,104.7,154790.0,228.94131185270427,105.11,2319888.0,108.67,1449863.0,114.25,767675.0,119.14,227717.0,124.28,114232.0,129.25,75749.0
2022-01-27,110.0,104.7583,104.77,270730.0,230.1267281105991,104.96,2278714.0,108.66,1542585.0,114.56,825891.0,119.83,261728.0,125.15,117342.0,130.2,72845.0
2022-01-28,110.25,104.8267,104.84,156100.0,220.5666316894019,105.01,2136379.0,108.27,1705413.0,113.76,883927.0,118.65,308113.0,123.65,132547.0,128.75,72845.0
2022-01-29,110.25,104.8267,104.84,,220.5666316894019,105.01,2136379.0,108.27,1705413.0,113.76,883927.0,118.65,308113.0,123.65,132547.0,128.75,72845.0
2022-01-30,110.25,104.8267,104.84,,220.5666316894019,105.01,2136379.0,108.27,1705413.0,113.76,883927.0,118.65,308113.0,123.65,132547.0,128.75,72845.0
